CNIC,First Name,Last Name,Date of Birth,Location Coordinates X,Location Coordinates Y,City,Age,Gender,Profession,Father Name
10884572129,Jeffrey,Elliott,1950-08-08,26.181158758132632,61.841783919157486,Irwinburgh,48,Male,"Radiographer, therapeutic",Michael Berry
45737184439,Anthony,Adams,1976-03-22,30.007379999626497,69.83357876048429,East Bruceville,50,Female,Counsellor,Cole Padilla
63210308153,Lisa,Grimes,1969-08-12,34.83958495289836,70.28831654526837,Joshuamouth,68,Male,Land,William Young
21447797514,Shelby,Lane,1986-04-03,24.17095440385058,75.33250261753267,Matthewhaven,34,Male,Midwife,Mark Green
52283520440,Megan,Pena,1969-11-03,28.131017722489705,62.92457726278628,West Jason,65,Male,Industrial/product designer,Phillip Durham
81050454029,Ian,Cannon,1964-04-06,29.319489164445685,70.79356592021412,Michaelville,41,Male,Retail banker,Edward Hoover
59363189055,Victor,Brown,1975-09-05,26.87352817166317,73.95598413329834,Katiemouth,37,Female,Technical brewer,James Brown
74523804191,Dwayne,Mullins,1997-05-27,30.44345709189321,66.21938272229322,Lake Miranda,39,Female,"Engineer, maintenance (IT)",Larry Nunez
35127966341,Veronica,Fisher,1989-03-14,24.553620737728217,66.1360356700223,Colemanchester,68,Female,Haematologist,Christopher Jones
88508050920,John,Brown,1972-07-24,25.72050267666024,71.4044695485301,Reynoldsbury,49,Female,Metallurgist,Charles Solis
96673157183,Morgan,Bennett,1958-01-17,25.03917114178024,62.19867074613825,East Eduardo,37,Female,Catering manager,Joseph Hill
18981860688,Alejandra,Franco,1977-02-06,33.7546579771718,62.011466669818944,Brittanymouth,31,Female,Research scientist (physical sciences),Anthony Valentine
55736723413,Maria,Clark,1974-07-26,25.902584851730047,63.47030145016048,North Mike,49,Male,Radio producer,Juan Mathis
38264963934,William,Santana,1988-05-04,30.70918489516998,65.82120116190029,Brettchester,35,Female,Actuary,Jeffrey Perez
84017963397,Audrey,Thomas,1993-04-02,25.42476178111616,71.12020924311751,Lisatown,49,Female,Air traffic controller,Patrick Simpson
36007342093,Bruce,Thomas,1999-06-21,27.58127598549668,68.39737280432453,Lawrenceside,56,Male,"Scientist, research (maths)",Jordan Cummings
28749189988,Wayne,Morrison,1958-05-21,26.61045211848884,61.464047896591694,Denniston,33,Male,Water quality scientist,Johnny Marsh
33155022589,Jessica,Taylor,1975-06-21,30.553900626976937,67.12703303787154,Johnstonmouth,24,Female,Printmaker,Martin Steele
36722319122,Vanessa,Barron,1996-09-29,28.40555718417294,60.27440509189256,Rachaelbury,31,Male,Sales executive,Robert Heath
75078677435,James,Johnson,1996-12-02,32.5578692824038,72.56294715198592,Hayesberg,49,Female,"Solicitor, Scotland",Brendan Reed
60899246535,Samuel,Smith,1992-06-28,25.06151348017076,67.39910548113262,East Thomas,38,Male,Psychotherapist,Steven Schneider
47119029416,Madeline,Tucker,1993-07-25,25.029581312305275,63.870601176477386,East Kaitlynberg,39,Female,Secretary/administrator,Frederick Moore
11489475867,Jose,Foster,1982-08-11,33.06422378588532,64.11768662711704,Staceymouth,20,Male,Equality and diversity officer,John Jackson
58946005822,Melinda,Ryan,1991-11-07,34.83849904635816,76.60678263741896,East Rebecca,49,Male,Fitness centre manager,Michael Walker
97290560120,Troy,Cox,1974-07-08,33.125460820872775,73.92223959274808,East Kimberlyshire,44,Male,Furniture designer,Derek Short
86168350303,Brenda,Odonnell,1970-05-09,24.73422070233889,65.75991344894388,West Brittany,19,Male,Youth worker,Adam Fisher
12308265425,Kara,Hall,1957-04-10,29.720605105265783,73.14631200019831,Ericborough,42,Female,"Sound technician, broadcasting/film/video",Cody Richmond
73463159208,Mary,Jones,1974-10-01,29.26739406947406,61.19601188258268,East Jennifershire,55,Female,Museum education officer,Rick Thompson
48544275611,Michael,Gibson,1950-11-26,34.62796925594927,69.48594637150266,Woodsmouth,36,Female,Television floor manager,Kevin Rose
41869409889,Kevin,Tucker,1980-09-06,24.16687040496417,69.614370217104,Josephberg,32,Female,Retail manager,Thomas Davis
24217081053,Laura,Wheeler,1983-06-16,24.28776116598603,66.55047458965194,Patriciaville,63,Female,Orthoptist,Andrew Smith
41854809285,Holly,Brown,1952-08-07,34.2881300942429,69.53099883862316,Port Michelle,64,Female,"Doctor, general practice",David Owens
11498531159,Anthony,Norris,2005-06-30,27.846503052643435,61.46556982443465,Port Justinberg,46,Female,Site engineer,Allen Hoffman
16600200851,Kimberly,Wilson,1990-05-30,29.96360586808607,76.6118379075056,Woodstad,31,Female,"Designer, jewellery",Jason Graves
40679691002,Alexis,Myers,1998-02-27,32.90875423189255,67.6280696148653,Toddchester,23,Female,"Optician, dispensing",Michael Salinas
99339705864,Cynthia,Fisher,1954-03-11,30.21816887296101,71.88016364449469,Josephshire,65,Male,Sub,Brent Porter
54979482902,Stephen,Norton,1999-11-22,32.986070591741054,72.24085592823417,West Jerry,56,Female,"Geologist, wellsite",Christopher Mercado
25911472647,Angela,Carson,2004-08-17,29.484725730633716,64.17608848907172,Lake Jenniferland,62,Male,"Designer, fashion/clothing",Joshua Baker
44392009769,James,Byrd,1972-08-19,24.919418843247545,60.25104167086495,Castillomouth,64,Female,Horticultural consultant,Charles Thomas
75143338952,Harry,Rogers,1967-06-28,25.568775902594187,70.93758184754375,West Shannonport,22,Male,Research scientist (physical sciences),Bobby Baker
63324647179,Henry,Frank,1956-04-23,31.859212002831207,67.49514875574665,East Jennifer,28,Male,Farm manager,Carlos Bernard
52318544007,Cynthia,Pitts,1992-12-07,26.67770559969378,74.7019871580222,New Shaunstad,38,Female,Telecommunications researcher,Ronnie Lucas
72045725588,Karen,Lambert,1999-05-05,31.8424477620686,70.91709221607195,New Robertland,29,Male,Magazine features editor,Gregory Decker
25253586718,Kimberly,Dominguez,2002-08-26,24.773575752981277,64.47902855727314,East Kaylaborough,21,Female,"Surveyor, minerals",Steven Hall
26211453706,Justin,Martinez,2001-07-13,33.06801480570812,72.24725843309984,Taylorside,46,Male,Production manager,Patrick Valdez
91219801045,Susan,Gonzalez,1950-10-22,32.85077281096379,65.0560437584772,South Jason,51,Male,"Designer, textile",Jerome Boyd
68045922741,Kimberly,Anderson,2005-11-07,32.55233649437363,61.01296008620467,Maryview,46,Female,Horticultural consultant,Andrew Watts
15127215204,Kelly,Massey,1970-03-25,32.657897286084264,66.10351123573037,South Jacob,24,Male,Chief Marketing Officer,Scott Morrison
97385813379,Arthur,Yu,1997-02-03,26.484279146764184,65.23535059043523,Stephenburgh,29,Male,Financial planner,Steven Acosta
31161534779,Ryan,Nguyen,1958-05-17,30.64261499928875,62.11629758094859,Bridgetmouth,43,Female,Barista,Matthew Howard
34686152508,Roberto,Salazar,1950-12-09,31.68686816872598,64.09181000661286,West Melissa,47,Male,"Nurse, adult",Andrew Bruce
18678749145,Kimberly,Smith,1974-06-11,32.94572557745391,68.38633266829265,Johnsonburgh,59,Female,Field trials officer,Joseph Osborne
65018379505,Michelle,Woods,1969-04-07,25.00919979031247,63.81900121156071,East Robert,33,Female,Medical technical officer,Samuel Moore
85092918065,Nathan,Edwards,1954-02-06,34.44746838505247,64.24275846195269,Parkerfurt,41,Male,"Engineer, water",James Hammond
91443111871,Sara,Murray,2002-05-03,25.820672716491277,76.61972116080094,North Danielstad,27,Female,Professor Emeritus,Ryan Crawford
17107294383,April,Fleming,1972-01-09,29.817184006312083,72.90363701459464,Jennifermouth,57,Female,Theatre stage manager,Ray Roberts
26836236412,Ashley,Moon,1951-11-19,34.244313898400534,75.86527632030362,Richardside,56,Female,"Therapist, music",Keith Davis
59052223150,Shelly,Roberts,1984-05-13,33.165603758234326,63.486472728635626,Blankenshipberg,67,Female,Herbalist,Robert Garza
99335741907,Brittany,Duncan,1970-06-03,26.281213852117,74.2606168765386,Hurstville,47,Female,Race relations officer,Noah Reed
90729984215,Heather,Rios,1994-05-07,33.93898530744138,62.47501242480804,Jessefurt,61,Female,"Editor, film/video",Anthony Morales
38768956452,Brianna,Anderson,1953-11-23,26.93710446018528,61.60704711536481,Normanburgh,60,Male,Cabin crew,Michael Vega
55958542014,Fernando,Smith,1950-08-03,26.874857313614303,62.73950483705113,East Anthony,48,Female,Ship broker,Gordon Garcia
61798881294,Michelle,Livingston,2002-04-26,27.29563798572645,74.26301216784942,North Brittany,42,Male,Landscape architect,Jeremy Fowler
16287308719,Travis,Fitzgerald,1952-05-09,25.016741902686988,74.3438105899525,South Jessicaburgh,41,Male,Firefighter,Timothy Harvey
22224813923,Christine,Washington,1966-12-25,33.7867109966289,60.85467281349033,Port Erica,66,Male,Interpreter,Kenneth Mckenzie
44348133190,Joshua,Tucker,1979-01-05,31.35947840103443,66.74340405314912,Scottville,26,Male,Exhibition designer,Craig Ellis
26437953640,Gloria,Smith,1984-03-10,33.251783887325026,69.60798227858655,South John,48,Female,Musician,Arthur Rodriguez
61233710857,Rebecca,Lee,1960-06-18,32.81563041868569,71.71484473210057,Wheelermouth,59,Male,Land,Timothy Jones
11698125474,William,Moreno,1976-01-24,29.62546978682222,67.67284922642779,West Michaelton,40,Male,Police officer,Victor Powers
77409672605,Mary,Gray,1971-07-17,30.020425066999632,61.41948400975112,Kleinmouth,18,Male,Advertising account planner,Micheal Jones
16229063535,Dorothy,Hughes,1969-09-21,24.296948776447504,62.91057973712446,Garcialand,30,Female,"Producer, television/film/video",Michael Hammond
91026835256,David,Alexander,1970-06-26,31.792014885076725,60.34453774468651,Andreaville,60,Male,Health and safety adviser,David Miller
54694830296,Kelly,Nelson,1959-03-06,24.284651347769746,62.31031348601038,Port Matthewmouth,34,Female,Network engineer,Peter Lara
87741105103,Brittany,Watson,1977-09-27,24.353506944117672,62.78164645305295,Woodardshire,67,Female,Oceanographer,Robert Brown
72621270548,Danielle,Lopez,1966-03-26,32.72561470030617,64.21239277126647,Timothyview,26,Male,"Surveyor, land/geomatics",Scott Pacheco
19610745490,Cynthia,Allen,1987-08-12,28.463748778733933,69.1581746765174,Castroport,61,Male,"Doctor, general practice",Roy Cox
84463582042,Kathleen,Morris,1958-11-16,29.109445479427,67.11383935255024,Lake Timothy,63,Female,Textile designer,Nathaniel Rodriguez
30417868475,Jennifer,Barnes,1957-03-27,33.094235002955806,65.64787303988072,East Janetview,50,Female,Passenger transport manager,Marcus Thompson
55775186343,Helen,Reed,1994-11-05,30.30035086916253,66.58385766996501,Dawsonfurt,19,Male,"Civil engineer, contracting",Jeffery Strickland
72833485626,Alyssa,Torres,1960-07-04,34.31224355604007,64.84424881112355,Michaelland,61,Female,Human resources officer,Jason Norris
87128513183,Scott,Bush,1969-07-12,33.86911985302308,67.63739097905815,West Nathan,69,Female,Camera operator,Michael Sullivan
36585212652,Billy,Robertson,1975-02-23,24.48455725388525,74.7051898538279,Lewisbury,70,Female,Call centre manager,Dylan Flores
28829643092,Tiffany,Robles,1991-02-01,32.7657737591406,76.72850103818877,Port Frank,33,Female,Psychotherapist,Kenneth Stevens
52793193961,Samantha,Smith,1997-03-02,29.06108499427549,75.32741077036479,New Rachel,36,Female,Legal secretary,Michael Olson
57044687708,Tanya,Payne,1987-11-30,30.2463845755183,76.09325334358428,South Renee,41,Female,Graphic designer,Timothy Finley
14256755930,Barry,Rogers,1982-07-23,27.35301776910261,65.6863030775278,Samanthaton,67,Male,Clinical cytogeneticist,Brandon Cowan
31361321860,Raymond,James,1986-10-17,33.425220595202106,65.8056897633547,Lake Michael,63,Female,"Therapist, music",Robert May
24464696136,Arthur,Williams,2000-11-11,30.524560249972897,66.83792954825323,Henryland,51,Female,Airline pilot,Jeremy Garcia
10016651977,Dennis,Navarro,1995-12-30,29.706281393369025,76.93587291970579,South Tara,68,Female,Theatre stage manager,Michael Hogan
15846606069,Sarah,Wiley,1965-05-04,25.194839806437223,73.36808944992595,Whitechester,39,Female,Science writer,Vincent Jackson
13005047521,Angela,Jones,1970-09-26,27.595065181024744,65.54519415977252,New Ray,24,Male,Amenity horticulturist,Dustin Schroeder
42662822891,Kenneth,Johnson,2004-10-06,24.797746130625583,70.07694897612883,Harperstad,23,Male,Immigration officer,Tony Golden
75457549534,George,Smith,1995-04-22,27.93572253738841,68.98585705370992,West Natalie,69,Male,Ship broker,Daniel Keller
61454270430,Michael,Banks,1956-02-12,33.811120397856776,63.82833230239448,Jacquelinestad,69,Male,Fast food restaurant manager,John Sweeney
45958952244,David,Morgan,1966-05-15,24.48291964920637,74.68287790937532,Gregoryville,49,Male,Legal executive,Patrick Lewis
49041172782,Kim,Woods,1978-01-28,30.097581635820088,62.28388842942645,Wilsonbury,58,Female,Financial risk analyst,Jim Kelly
32647355510,Nicolas,Rios,1961-10-06,24.25373512962233,69.84823249310594,Matthewston,23,Male,Counselling psychologist,Brian Smith
14503922800,Gary,Lawson,1961-04-15,34.63742196479182,61.82959179642906,North Joshua,67,Male,Retail manager,Gary Wilson
96120709703,Cory,Hill,1952-03-16,29.384518291721157,76.08304696418192,East Leslie,53,Male,Network engineer,Kevin Blanchard
53033156770,Heather,Berry,1979-08-12,34.32046973503558,61.96551727145204,East Catherine,68,Male,Music tutor,Kevin Ellison
52295665514,Kathryn,Burgess,1984-02-18,27.17914870382258,68.17985858572388,New Morganville,51,Male,"Engineer, water",Dave Thomas
49565315683,Steven,Fischer,2002-12-17,32.59364360175937,67.00965697491166,West Lauramouth,53,Male,Applications developer,Ronald Jimenez
36037839964,Lisa,Vazquez,1974-10-21,26.78881850972516,65.55326070169286,New Andrew,28,Female,Public relations officer,David Gray
79319619335,Anthony,Lane,1971-10-29,29.4259613526119,76.68346917448869,Williamchester,22,Male,IT trainer,Paul White
38530966862,Carolyn,Valdez,1992-09-21,26.64810052037241,64.27176922884433,South Jessicaburgh,39,Female,Investment analyst,Nicholas Craig
56940953512,Caitlin,Bird,1982-11-04,31.527799730384334,63.74829526026794,Cannonton,47,Female,Higher education lecturer,Andrew Smith
92858206788,Michael,Little,1961-11-15,28.52762064446592,74.16320139717438,Larryfurt,22,Female,"Research officer, political party",Donald Spencer
65046036358,Ana,Gaines,1952-05-21,30.544350297954097,61.8360057098616,Katelynton,29,Male,Chartered public finance accountant,Gregory Thompson
32074422338,Adrian,Thompson,1964-02-29,27.193225626975632,61.07714862899055,Port Alyssa,59,Male,Trading standards officer,Daniel Johnson
48775336424,Kelsey,Butler,1984-05-13,28.56254633970789,68.02628449660706,South Barbarafort,23,Female,Sub,Don Martinez
54078453106,Ryan,Morgan,1961-07-09,25.408013736402847,63.727358737695866,Andersonfurt,30,Female,Best boy,Travis Patterson
43345165528,Renee,Anderson,1956-10-24,32.96558796316532,69.99078409515445,Vasquezbury,28,Male,IT sales professional,Richard Shannon
23244162435,Robert,Kirby,1954-07-28,32.40744844324201,66.01915373170637,Vasquezfort,61,Female,Sales promotion account executive,William Short
73662100275,Anthony,Hernandez,1968-04-27,33.17162282500385,70.1719094661239,Danielmouth,31,Female,Chief Financial Officer,Brian Taylor
18145392337,Dennis,Wolfe,1992-02-28,25.30962150764965,76.37039192997102,East Erinport,44,Female,Jewellery designer,Don Wright
94928627263,Casey,King,1987-04-26,28.32598610646111,72.6729367560359,Stevenbury,59,Male,"Pharmacist, hospital",Zachary Peters
17790387345,Brooke,Paul,1965-04-28,32.066343392072305,75.52121068959322,Kington,28,Female,Toxicologist,Daniel Kemp
84413024068,Tyler,Galvan,1993-04-27,25.545918202571585,69.71388580233304,Gomezburgh,22,Female,Recruitment consultant,James Smith
86333305628,John,Cruz,1972-07-25,32.474674598653344,68.33399243781555,Port Patrickside,33,Male,Armed forces logistics/support/administrative officer,Kevin Chen
68691343538,Erin,Young,1998-08-25,25.605349777292812,76.15644158732104,New Danielle,25,Male,Chiropodist,Matthew Baker
26674129122,Jo,Roberts,1960-08-26,30.470035343581124,69.87541291857355,Parkerside,26,Female,Ecologist,Vincent Johnston
72177396799,David,Thomas,1975-05-27,24.951541224289823,72.63920818063303,Wiseland,58,Female,Ophthalmologist,Jordan Jackson
20562034476,Maria,Walker,1996-12-30,28.570041716156013,63.49318274314744,New Taraland,26,Male,Occupational psychologist,Steven Horton
68920052596,Angela,James,2005-03-18,25.30745620649588,73.93476095297929,East William,67,Female,Industrial/product designer,Anthony Chan
17793760112,Megan,Meyer,1994-10-16,31.31606716519237,63.3226198015301,North Matthew,37,Male,Energy manager,Samuel Beck
17345208872,Stephen,Werner,1973-11-06,31.139042237454397,76.64000359493394,Meyersfort,49,Male,Ecologist,David Newman
12377946217,Jennifer,Robinson,2005-03-02,27.535543602403717,62.8283164801155,Michellefort,40,Male,Marine scientist,Devin Gallagher
50374583302,Justin,Paul,2004-04-03,28.09133419818256,76.41834312448893,Vasquezberg,21,Male,Secondary school teacher,Gary Smith
96290062458,Jessica,Johnson,1967-07-10,26.346968574083977,76.12005562333027,Lake Douglas,48,Male,Administrator,Hunter Marshall
33019761134,Melinda,Smith,1979-07-12,34.44915003856434,73.73092314672408,Samanthabury,62,Male,"Engineer, biomedical",Thomas Collins
85035490163,Samantha,Campbell,1975-12-14,34.66448493795051,75.17978346717338,East Cindybury,43,Female,Insurance risk surveyor,James James
57657127681,Joshua,Martinez,1958-05-27,33.51364399777834,70.63976015073287,Lake Williefort,61,Male,Heritage manager,Robert Smith
27324556514,James,Watson,1996-09-12,32.07492703116964,64.7623068025519,Stacyville,49,Female,Market researcher,Alexis Carr
39855765417,Christopher,Brady,1963-06-13,28.68560960704576,71.83036868834681,South Danielle,31,Male,Warden/ranger,Christopher Hunt
41815047699,Lisa,Webb,1971-04-27,31.82931063438096,75.15464982778761,Stewartton,57,Male,Financial trader,Samuel Francis
35471519862,Courtney,Clark,1988-02-25,30.77456557024296,66.62673152860657,West Travisview,40,Male,"Teacher, English as a foreign language",Christopher Taylor
46936214598,Belinda,George,1966-12-26,28.52594111173042,62.701707737675456,South Dawnburgh,47,Female,"Editor, commissioning",Eric Torres
87797891557,Paul,Hernandez,1993-03-18,34.12263771568389,64.66863181720228,West Ann,19,Female,"Doctor, general practice",Paul Johnson
82231674521,Patrick,Herrera,1985-01-17,29.47787442895148,63.19867855790767,Andrewville,45,Male,Corporate investment banker,Nathan Barber
12342960117,Carrie,Price,1971-11-29,34.73009029413936,61.05680733299396,Johnsonstad,57,Male,Materials engineer,Dwayne Taylor
28557424234,Kaylee,Oliver,2005-06-24,31.770209243755627,76.55975484080848,East Shawn,47,Male,Customer service manager,Christopher Anderson
59332307253,Barbara,Jones,1997-11-30,24.53388202465251,67.89361925773848,Turnerfurt,27,Male,Secondary school teacher,Grant Vaughn
82257682494,Joe,Roberts,1951-01-08,24.925599515764382,64.35387883123498,North Angelicaberg,27,Female,Clinical research associate,Matthew Hicks
91552362936,Nicole,Jones,2004-08-21,26.338787704626267,66.65076168094956,Christophermouth,26,Male,Chemical engineer,Willie Montgomery
52422638494,Christie,Forbes,1973-04-11,28.645659316726125,68.28325839860699,Kerriside,56,Male,Advertising account executive,Jacob Robinson
58191858227,Charles,Burns,1970-04-07,32.86058370566819,75.61045131051856,Roseview,59,Male,"Buyer, industrial",Tyler Smith
76600196505,Jesse,Thomas,1958-05-06,25.1077505497139,70.05681563341949,West Joseph,31,Male,Osteopath,Ronnie Estrada
70637795449,Kyle,Evans,1998-04-24,27.61529358484804,70.83807387643971,Courtneymouth,69,Male,Production engineer,Anthony Cameron
49040444059,Jill,Moore,1997-08-18,26.219733490242746,60.11338400572743,Ramoschester,25,Male,Police officer,Thomas Murphy
42025721013,Taylor,Cook,2004-05-03,30.55633376777172,61.94402065543816,Chrisstad,28,Male,Management consultant,David Harrell
18821982947,Sonya,Whitaker,2000-04-03,34.91902842189802,72.41044678400064,Meganbury,56,Male,Field trials officer,Tyler Jimenez
60614161296,Rebecca,Gomez,1987-05-02,30.478762688902748,73.54827387404568,Lake Dakotamouth,25,Female,"Secretary, company",Shawn Knox
12140141945,Raymond,Baird,1987-08-09,32.92047266274377,68.51294570924168,Proctorfort,56,Female,Psychotherapist,Timothy Rollins
66552141410,Jennifer,Owens,2003-06-14,26.13673555294038,60.70617090544778,South Alejandramouth,68,Female,Dance movement psychotherapist,Joseph Rodriguez
97232956735,Jesus,Brooks,1973-01-10,29.52711447937872,61.337160416743465,Jeremyport,55,Male,Exhibition designer,Alan Martinez
13003923954,Ashley,Garza,2002-07-20,34.997512796302786,67.80180938402123,Clarkstad,28,Female,"Scientist, research (maths)",John Huber
75502499052,Antonio,Hawkins,1992-06-08,31.401868153676507,67.00983602740844,Ortizmouth,68,Male,Accommodation manager,Robert Torres
41931318241,Katherine,Taylor,2002-04-03,27.983083679070045,70.6249703875798,West Robertborough,34,Male,Camera operator,Martin Newton
21171314498,Richard,Kennedy,1961-08-06,34.3243776934203,72.6539123476299,Garciabury,29,Male,Corporate investment banker,Theodore Morse
