CNIC,CDR Number,activate at
88970148568,923065633,2020-04-19 00:00:00
38444202992,923917245,2019-11-18 00:00:00
38444202992,923455314,2021-12-09 00:00:00
27077857052,923979764,2020-09-25 00:00:00
27077857052,923926808,2023-01-09 00:00:00
21977545487,923941021,2022-06-28 00:00:00
21977545487,923745283,2020-02-06 00:00:00
95507824436,923906673,2019-12-26 00:00:00
95507824436,923176547,2020-03-10 00:00:00
69023477482,923231388,2019-04-28 00:00:00
69023477482,923612311,2021-01-11 00:00:00
64094929025,923382218,2020-07-30 00:00:00
64094929025,923374634,2022-05-08 00:00:00
79982290144,923254635,2020-10-03 00:00:00
79982290144,923840745,2023-01-15 00:00:00
97751861814,923583716,2022-10-15 00:00:00
97751861814,923442433,2022-08-27 00:00:00
34733704408,923993265,2020-01-03 00:00:00
34733704408,923880350,2021-02-09 00:00:00
90750879137,923955402,2021-05-31 00:00:00
90750879137,923144469,2020-04-03 00:00:00
50464700938,923034033,2021-07-04 00:00:00
50464700938,923688423,2020-06-14 00:00:00
68121246858,923824026,2019-03-28 00:00:00
68121246858,923059914,2022-02-04 00:00:00
58776056619,923750423,2022-08-21 00:00:00
58776056619,923662169,2020-04-23 00:00:00
11705942389,923819720,2020-07-16 00:00:00
11705942389,923546450,2019-07-17 00:00:00
43076548266,923660413,2022-02-03 00:00:00
43076548266,923916897,2020-07-31 00:00:00
94603929516,923873325,2021-05-17 00:00:00
94603929516,923176626,2020-02-27 00:00:00
84399639896,923887593,2019-01-28 00:00:00
84399639896,923949369,2023-03-01 00:00:00
37115205342,923203913,2020-04-09 00:00:00
37115205342,923242789,2022-01-17 00:00:00
36711191094,923364681,2020-04-03 00:00:00
36711191094,923626932,2019-12-31 00:00:00
38587609691,923008750,2023-07-10 00:00:00
38587609691,923845549,2019-05-31 00:00:00
46460957084,923832088,2023-03-25 00:00:00
46460957084,923370255,2020-03-12 00:00:00
81889569005,923962039,2020-08-21 00:00:00
81889569005,923008859,2023-05-01 00:00:00
11007222715,923603870,2019-04-09 00:00:00
11007222715,923226989,2023-07-14 00:00:00
65187218565,923620381,2021-03-12 00:00:00
65187218565,923107832,2022-03-23 00:00:00
98173706000,923194286,2020-07-31 00:00:00
98173706000,923907042,2022-08-24 00:00:00
13205004911,923394617,2021-03-24 00:00:00
13205004911,923113542,2020-02-17 00:00:00
42336714629,923801003,2021-09-28 00:00:00
42336714629,923667060,2022-08-21 00:00:00
10040374598,923041225,2020-06-03 00:00:00
10040374598,923188087,2019-12-23 00:00:00
75630011961,923652318,2023-05-21 00:00:00
75630011961,923790016,2020-06-26 00:00:00
10884572129,923061005,2023-05-14 00:00:00
10884572129,923200074,2021-09-21 00:00:00
45737184439,923663345,2020-06-21 00:00:00
45737184439,923845549,2020-05-12 00:00:00
63210308153,923900709,2021-04-04 00:00:00
63210308153,923028458,2023-03-04 00:00:00
21447797514,923888603,2023-01-15 00:00:00
21447797514,923028512,2020-03-24 00:00:00
52283520440,923420154,2021-12-13 00:00:00
52283520440,923739069,2019-09-01 00:00:00
81050454029,923480783,2020-05-03 00:00:00
81050454029,923231768,2020-09-09 00:00:00
59363189055,923882713,2023-04-07 00:00:00
59363189055,923217648,2023-05-11 00:00:00
74523804191,923961074,2022-10-13 00:00:00
74523804191,923220103,2022-03-14 00:00:00
35127966341,923168485,2019-07-30 00:00:00
35127966341,923102063,2023-08-23 00:00:00
88508050920,923970775,2023-01-13 00:00:00
88508050920,923114274,2019-04-09 00:00:00
96673157183,923536225,2020-03-24 00:00:00
96673157183,923772555,2022-10-18 00:00:00
18981860688,923006672,2021-02-07 00:00:00
18981860688,923201804,2019-04-28 00:00:00
55736723413,923574870,2021-08-05 00:00:00
55736723413,923114966,2019-02-19 00:00:00
38264963934,923713245,2019-08-17 00:00:00
38264963934,923264134,2019-04-17 00:00:00
84017963397,923561786,2021-08-23 00:00:00
84017963397,923208596,2019-03-25 00:00:00
36007342093,923144461,2019-05-01 00:00:00
36007342093,923740721,2023-06-22 00:00:00
28749189988,923658530,2021-04-26 00:00:00
28749189988,923831238,2019-02-15 00:00:00
33155022589,923897008,2020-04-10 00:00:00
33155022589,923590887,2020-05-19 00:00:00
36722319122,923538461,2021-10-15 00:00:00
36722319122,923508247,2020-01-17 00:00:00
75078677435,923108244,2021-05-21 00:00:00
75078677435,923144461,2021-03-26 00:00:00
60899246535,923138249,2019-04-06 00:00:00
60899246535,923660876,2023-01-17 00:00:00
47119029416,923329982,2019-12-03 00:00:00
47119029416,923381705,2021-04-14 00:00:00
11489475867,923407133,2022-07-29 00:00:00
11489475867,923324931,2019-02-06 00:00:00
58946005822,923092336,2021-05-12 00:00:00
58946005822,923888171,2022-08-10 00:00:00
97290560120,923041225,2020-12-20 00:00:00
97290560120,923319352,2019-04-15 00:00:00
86168350303,923815947,2019-08-15 00:00:00
86168350303,923314507,2019-11-09 00:00:00
12308265425,923909000,2019-01-20 00:00:00
12308265425,923542719,2022-10-26 00:00:00
73463159208,923005739,2022-05-29 00:00:00
73463159208,923513791,2022-05-23 00:00:00
48544275611,923608113,2020-06-05 00:00:00
48544275611,923385828,2021-10-05 00:00:00
41869409889,923152807,2023-08-20 00:00:00
41869409889,923926167,2021-06-02 00:00:00
24217081053,923198412,2023-03-11 00:00:00
24217081053,923948701,2022-12-17 00:00:00
41854809285,923595898,2023-07-05 00:00:00
41854809285,923800019,2020-03-27 00:00:00
11498531159,923394595,2019-06-23 00:00:00
11498531159,923913410,2022-06-20 00:00:00
16600200851,923339680,2020-09-21 00:00:00
16600200851,923967288,2021-07-26 00:00:00
40679691002,923004668,2021-01-04 00:00:00
40679691002,923813970,2021-08-16 00:00:00
99339705864,923137793,2022-01-17 00:00:00
99339705864,923142036,2019-04-04 00:00:00
54979482902,923630359,2023-04-30 00:00:00
54979482902,923175765,2022-12-19 00:00:00
25911472647,923484155,2022-07-23 00:00:00
25911472647,923207126,2019-03-26 00:00:00
44392009769,923595170,2023-02-12 00:00:00
44392009769,923076428,2020-06-08 00:00:00
75143338952,923921571,2019-04-24 00:00:00
75143338952,923781150,2023-07-14 00:00:00
63324647179,923952499,2023-07-24 00:00:00
63324647179,923651606,2021-12-25 00:00:00
52318544007,923283068,2020-02-22 00:00:00
52318544007,923195616,2021-01-30 00:00:00
72045725588,923630163,2019-05-01 00:00:00
72045725588,923869400,2021-03-10 00:00:00
25253586718,923144475,2020-02-22 00:00:00
25253586718,923899997,2022-02-24 00:00:00
26211453706,923597533,2022-09-28 00:00:00
26211453706,923057787,2022-06-28 00:00:00
91219801045,923511424,2023-06-30 00:00:00
91219801045,923923128,2021-03-26 00:00:00
68045922741,923271507,2019-08-03 00:00:00
68045922741,923484639,2021-10-10 00:00:00
15127215204,923221504,2023-04-10 00:00:00
15127215204,923133479,2022-07-15 00:00:00
97385813379,923850217,2020-07-05 00:00:00
97385813379,923127880,2020-03-23 00:00:00
31161534779,923694450,2019-02-10 00:00:00
31161534779,923660876,2022-10-16 00:00:00
34686152508,923326274,2022-04-14 00:00:00
34686152508,923513266,2022-07-06 00:00:00
18678749145,923514569,2019-10-18 00:00:00
18678749145,923775248,2019-02-05 00:00:00
65018379505,923527874,2020-10-08 00:00:00
65018379505,923065311,2019-06-06 00:00:00
85092918065,923070120,2022-03-30 00:00:00
85092918065,923379460,2023-06-16 00:00:00
91443111871,923827635,2019-07-13 00:00:00
91443111871,923226325,2019-09-12 00:00:00
17107294383,923530787,2022-10-24 00:00:00
17107294383,923687290,2020-06-01 00:00:00
26836236412,923210784,2019-07-09 00:00:00
26836236412,923694450,2022-01-21 00:00:00
59052223150,923024203,2021-07-06 00:00:00
59052223150,923757011,2020-06-21 00:00:00
99335741907,923604540,2021-11-28 00:00:00
99335741907,923587121,2022-06-19 00:00:00
90729984215,923771619,2019-09-21 00:00:00
90729984215,923447765,2020-09-10 00:00:00
38768956452,923663345,2021-06-07 00:00:00
38768956452,923450747,2019-05-24 00:00:00
55958542014,923573741,2019-07-02 00:00:00
55958542014,923881475,2022-10-21 00:00:00
61798881294,923854679,2020-12-12 00:00:00
61798881294,923403644,2021-01-09 00:00:00
16287308719,923017444,2020-03-27 00:00:00
16287308719,923513187,2020-06-22 00:00:00
22224813923,923475296,2022-10-09 00:00:00
22224813923,923265167,2023-01-09 00:00:00
44348133190,923964387,2023-08-26 00:00:00
44348133190,923046588,2023-06-08 00:00:00
26437953640,923314507,2023-04-19 00:00:00
26437953640,923007189,2019-01-14 00:00:00
61233710857,923778576,2022-04-14 00:00:00
61233710857,923271165,2022-11-03 00:00:00
11698125474,923386339,2023-08-17 00:00:00
11698125474,923236098,2021-08-02 00:00:00
77409672605,923729486,2020-10-25 00:00:00
77409672605,923178066,2019-12-29 00:00:00
16229063535,923637070,2020-03-25 00:00:00
16229063535,923009187,2022-05-27 00:00:00
91026835256,923970648,2022-11-21 00:00:00
91026835256,923167050,2022-10-29 00:00:00
54694830296,923839133,2023-08-27 00:00:00
54694830296,923389023,2022-11-21 00:00:00
87741105103,923300622,2019-04-27 00:00:00
87741105103,923054119,2021-06-02 00:00:00
72621270548,923580263,2021-10-16 00:00:00
72621270548,923890706,2021-09-11 00:00:00
19610745490,923009187,2019-09-30 00:00:00
19610745490,923924915,2020-10-12 00:00:00
84463582042,923031372,2019-06-24 00:00:00
84463582042,923457368,2019-04-23 00:00:00
30417868475,923719295,2020-07-15 00:00:00
30417868475,923434101,2021-04-04 00:00:00
55775186343,923933834,2021-04-22 00:00:00
55775186343,923818273,2021-10-05 00:00:00
72833485626,923965609,2023-04-02 00:00:00
72833485626,923073508,2022-03-29 00:00:00
87128513183,923779539,2020-10-22 00:00:00
87128513183,923750011,2023-05-12 00:00:00
36585212652,923771147,2022-01-04 00:00:00
36585212652,923550975,2023-01-31 00:00:00
28829643092,923122103,2021-06-28 00:00:00
28829643092,923568833,2019-11-03 00:00:00
52793193961,923167334,2019-11-24 00:00:00
52793193961,923159234,2022-05-14 00:00:00
57044687708,923740390,2020-02-10 00:00:00
57044687708,923881182,2021-02-26 00:00:00
14256755930,923818711,2020-08-31 00:00:00
14256755930,923913570,2019-12-07 00:00:00
31361321860,923731950,2022-06-24 00:00:00
31361321860,923613881,2023-01-15 00:00:00
24464696136,923150861,2020-10-21 00:00:00
24464696136,923429268,2021-05-13 00:00:00
10016651977,923259018,2023-06-10 00:00:00
10016651977,923852252,2020-03-30 00:00:00
15846606069,923639713,2022-01-26 00:00:00
15846606069,923902302,2020-07-29 00:00:00
13005047521,923413632,2022-11-11 00:00:00
13005047521,923259916,2020-02-11 00:00:00
42662822891,923131451,2021-09-08 00:00:00
42662822891,923692313,2019-10-06 00:00:00
75457549534,923162495,2021-05-16 00:00:00
75457549534,923772484,2020-07-01 00:00:00
61454270430,923918594,2022-09-15 00:00:00
61454270430,923470886,2020-04-09 00:00:00
45958952244,923050376,2021-04-06 00:00:00
45958952244,923171970,2022-12-22 00:00:00
49041172782,923886510,2021-11-28 00:00:00
49041172782,923051297,2020-02-11 00:00:00
32647355510,923351051,2022-06-27 00:00:00
32647355510,923236098,2021-08-12 00:00:00
14503922800,923685120,2022-12-27 00:00:00
14503922800,923723800,2022-05-09 00:00:00
96120709703,923886510,2020-07-20 00:00:00
96120709703,923057787,2023-02-04 00:00:00
53033156770,923244968,2019-06-01 00:00:00
53033156770,923204866,2020-12-05 00:00:00
52295665514,923935157,2019-02-14 00:00:00
52295665514,923074736,2021-01-31 00:00:00
49565315683,923234256,2022-07-01 00:00:00
49565315683,923844096,2019-10-10 00:00:00
36037839964,923650157,2020-05-13 00:00:00
36037839964,923175357,2022-03-06 00:00:00
79319619335,923900587,2021-06-19 00:00:00
79319619335,923331272,2019-08-08 00:00:00
38530966862,923016450,2021-06-06 00:00:00
38530966862,923760094,2021-07-31 00:00:00
56940953512,923769463,2022-09-23 00:00:00
56940953512,923561165,2022-09-16 00:00:00
92858206788,923426141,2020-06-07 00:00:00
92858206788,923236098,2020-02-09 00:00:00
65046036358,923779433,2019-02-23 00:00:00
65046036358,923420908,2020-12-02 00:00:00
32074422338,923037697,2021-08-15 00:00:00
32074422338,923564847,2022-03-27 00:00:00
48775336424,923709433,2021-07-24 00:00:00
48775336424,923582475,2020-02-23 00:00:00
54078453106,923219694,2023-02-24 00:00:00
54078453106,923608113,2020-11-03 00:00:00
43345165528,923927679,2020-08-22 00:00:00
43345165528,923085799,2020-06-24 00:00:00
23244162435,923603870,2023-05-26 00:00:00
23244162435,923493540,2023-03-25 00:00:00
73662100275,923958355,2023-02-07 00:00:00
73662100275,923401525,2020-09-27 00:00:00
18145392337,923909494,2019-07-25 00:00:00
18145392337,923146103,2019-02-08 00:00:00
94928627263,923345893,2019-01-09 00:00:00
94928627263,923361289,2020-06-30 00:00:00
17790387345,923301623,2020-07-13 00:00:00
17790387345,923257203,2019-07-02 00:00:00
84413024068,923328693,2019-02-10 00:00:00
84413024068,923484639,2021-06-19 00:00:00
86333305628,923326744,2021-07-07 00:00:00
86333305628,923192345,2023-03-16 00:00:00
68691343538,923507620,2021-10-23 00:00:00
68691343538,923264144,2021-01-03 00:00:00
26674129122,923093526,2021-01-15 00:00:00
26674129122,923438408,2022-01-27 00:00:00
72177396799,923474252,2022-05-03 00:00:00
72177396799,923825312,2021-09-03 00:00:00
20562034476,923459938,2021-10-16 00:00:00
20562034476,923950986,2021-10-24 00:00:00
68920052596,923831102,2021-08-31 00:00:00
68920052596,923941665,2021-06-10 00:00:00
17793760112,923623505,2022-08-17 00:00:00
17793760112,923736549,2021-04-30 00:00:00
17345208872,923608697,2023-05-21 00:00:00
17345208872,923566440,2023-08-16 00:00:00
12377946217,923996780,2022-01-09 00:00:00
12377946217,923643670,2019-02-16 00:00:00
50374583302,923822066,2019-10-26 00:00:00
50374583302,923900587,2019-03-30 00:00:00
96290062458,923673766,2021-04-18 00:00:00
96290062458,923520494,2019-01-28 00:00:00
33019761134,923921571,2021-06-17 00:00:00
33019761134,923992547,2020-05-26 00:00:00
85035490163,923505018,2020-04-23 00:00:00
85035490163,923290884,2020-09-08 00:00:00
57657127681,923053530,2019-02-24 00:00:00
57657127681,923156792,2020-10-21 00:00:00
27324556514,923795998,2019-09-19 00:00:00
27324556514,923074821,2021-10-25 00:00:00
39855765417,923531307,2021-03-09 00:00:00
39855765417,923349963,2023-02-26 00:00:00
41815047699,923799334,2020-02-27 00:00:00
41815047699,923748942,2022-06-04 00:00:00
35471519862,923078483,2023-06-09 00:00:00
35471519862,923587713,2019-02-28 00:00:00
46936214598,923356059,2021-07-25 00:00:00
46936214598,923047152,2021-09-19 00:00:00
87797891557,923191103,2022-03-17 00:00:00
87797891557,923115763,2022-08-11 00:00:00
82231674521,923990271,2022-07-07 00:00:00
82231674521,923793099,2019-09-10 00:00:00
12342960117,923718966,2020-03-30 00:00:00
12342960117,923077718,2019-12-06 00:00:00
28557424234,923858688,2020-01-26 00:00:00
28557424234,923560983,2019-11-03 00:00:00
59332307253,923544290,2023-04-09 00:00:00
59332307253,923410379,2020-11-13 00:00:00
82257682494,923810721,2019-05-20 00:00:00
82257682494,923395144,2023-05-13 00:00:00
91552362936,923916618,2023-08-16 00:00:00
91552362936,923595336,2023-07-03 00:00:00
52422638494,923559111,2023-09-08 00:00:00
52422638494,923332617,2019-06-24 00:00:00
58191858227,923006396,2023-02-20 00:00:00
58191858227,923742066,2022-09-30 00:00:00
76600196505,923336577,2022-12-22 00:00:00
76600196505,923076307,2022-10-16 00:00:00
70637795449,923101628,2019-06-05 00:00:00
70637795449,923032875,2022-09-12 00:00:00
49040444059,923596445,2021-09-18 00:00:00
49040444059,923755434,2019-03-11 00:00:00
42025721013,923884385,2022-11-20 00:00:00
42025721013,923026255,2023-06-26 00:00:00
18821982947,923873253,2022-11-21 00:00:00
18821982947,923806370,2023-08-11 00:00:00
60614161296,923550849,2019-10-11 00:00:00
60614161296,923518050,2021-03-03 00:00:00
12140141945,923329868,2019-09-15 00:00:00
12140141945,923999569,2021-04-27 00:00:00
66552141410,923577742,2019-04-28 00:00:00
66552141410,923802687,2022-06-23 00:00:00
97232956735,923089824,2022-10-15 00:00:00
97232956735,923340569,2022-11-20 00:00:00
13003923954,923729648,2023-03-13 00:00:00
13003923954,923822521,2020-01-27 00:00:00
75502499052,923553929,2023-06-23 00:00:00
75502499052,923827635,2019-02-11 00:00:00
41931318241,923112624,2023-01-25 00:00:00
41931318241,923779623,2019-08-24 00:00:00
21171314498,923924200,2022-03-08 00:00:00
21171314498,923573741,2019-12-01 00:00:00
82330823490,923400952,2020-05-03 00:00:00
82330823490,923895387,2022-03-12 00:00:00
25586681634,923778096,2023-02-19 00:00:00
25586681634,923539645,2022-08-07 00:00:00
77787394601,923536421,2022-12-17 00:00:00
77787394601,923868650,2022-07-01 00:00:00
34773383953,923356390,2019-05-31 00:00:00
34773383953,923798133,2021-07-03 00:00:00
23173502914,923193450,2022-04-27 00:00:00
23173502914,923909799,2023-08-07 00:00:00
68412708557,923653904,2021-11-08 00:00:00
68412708557,923262771,2021-03-15 00:00:00
52110053149,923743753,2021-01-05 00:00:00
52110053149,923666655,2022-06-27 00:00:00
30023860106,923008657,2019-08-15 00:00:00
30023860106,923209242,2020-08-25 00:00:00
26700886827,923533097,2023-04-01 00:00:00
26700886827,923136325,2023-01-25 00:00:00
14886727493,923418494,2020-12-07 00:00:00
14886727493,923780159,2021-05-06 00:00:00
16162326997,923291366,2020-10-19 00:00:00
16162326997,923960264,2023-01-27 00:00:00
71030151956,923235398,2023-06-01 00:00:00
71030151956,923441169,2020-09-19 00:00:00
32795905263,923646075,2022-06-12 00:00:00
32795905263,923518771,2021-10-14 00:00:00
90408284537,923159644,2019-11-09 00:00:00
90408284537,923801003,2019-10-25 00:00:00
58635253258,923133479,2020-06-11 00:00:00
58635253258,923876442,2019-01-09 00:00:00
28016805882,923210784,2019-05-10 00:00:00
28016805882,923039821,2020-02-07 00:00:00
52726941132,923208596,2023-03-19 00:00:00
52726941132,923114932,2021-05-24 00:00:00
83633869281,923484655,2022-09-22 00:00:00
83633869281,923465267,2020-03-09 00:00:00
94657607297,923440138,2020-09-18 00:00:00
94657607297,923171970,2021-08-06 00:00:00
88034644748,923325110,2020-11-04 00:00:00
88034644748,923979109,2021-01-27 00:00:00
21815622401,923850382,2023-03-31 00:00:00
21815622401,923077612,2021-01-13 00:00:00
89759082368,923715657,2019-03-04 00:00:00
89759082368,923684388,2021-05-31 00:00:00
14131719656,923494163,2023-07-02 00:00:00
14131719656,923426141,2019-06-28 00:00:00
87834882249,923815884,2019-12-15 00:00:00
87834882249,923840745,2021-05-20 00:00:00
82581757784,923412241,2021-01-11 00:00:00
82581757784,923024057,2020-09-14 00:00:00
61120139860,923243949,2021-11-26 00:00:00
61120139860,923628504,2021-08-13 00:00:00
62184926877,923960937,2020-01-01 00:00:00
62184926877,923194621,2023-02-05 00:00:00
27645862376,923313580,2022-11-12 00:00:00
27645862376,923157769,2019-06-22 00:00:00
52138591655,923419544,2020-10-11 00:00:00
52138591655,923883246,2019-04-13 00:00:00
43086287760,923599975,2022-09-11 00:00:00
43086287760,923550626,2021-10-08 00:00:00
81765143908,923398733,2019-02-18 00:00:00
81765143908,923121870,2019-07-05 00:00:00
51820948949,923793564,2020-07-02 00:00:00
51820948949,923024433,2023-08-24 00:00:00
63246426761,923357726,2022-07-24 00:00:00
63246426761,923340581,2021-04-20 00:00:00
43815284770,923187058,2020-09-28 00:00:00
43815284770,923552548,2023-03-24 00:00:00
23234665297,923137793,2021-08-31 00:00:00
23234665297,923416739,2019-09-11 00:00:00
46170102427,923599975,2020-06-20 00:00:00
46170102427,923862707,2023-05-04 00:00:00
18981641409,923784103,2023-05-19 00:00:00
18981641409,923685288,2019-01-18 00:00:00
35624393594,923427339,2020-07-22 00:00:00
35624393594,923316925,2019-03-13 00:00:00
48777099606,923909799,2021-03-26 00:00:00
48777099606,923389023,2019-07-27 00:00:00
85330049814,923546450,2019-02-02 00:00:00
85330049814,923675622,2021-04-25 00:00:00
44192667086,923346076,2021-05-06 00:00:00
44192667086,923044317,2020-01-03 00:00:00
49188260582,923536138,2022-07-11 00:00:00
49188260582,923201855,2021-05-19 00:00:00
22943250982,923340366,2022-05-05 00:00:00
22943250982,923326274,2019-07-26 00:00:00
41663930203,923908159,2022-11-29 00:00:00
41663930203,923190051,2021-02-16 00:00:00
72627249396,923288506,2020-09-12 00:00:00
72627249396,923998748,2020-09-26 00:00:00
26569077843,923436354,2019-11-01 00:00:00
26569077843,923914231,2020-03-08 00:00:00
20338430371,923313532,2021-08-29 00:00:00
20338430371,923758865,2021-09-20 00:00:00
55272993764,923604099,2020-05-06 00:00:00
55272993764,923330454,2022-02-16 00:00:00
34617734162,923682844,2020-01-10 00:00:00
34617734162,923763301,2023-05-31 00:00:00
89711849903,923007525,2019-07-07 00:00:00
89711849903,923977540,2021-01-09 00:00:00
44554916626,923720149,2022-10-26 00:00:00
44554916626,923725595,2023-08-21 00:00:00
62330949893,923578654,2023-03-26 00:00:00
62330949893,923852899,2020-10-20 00:00:00
32095736310,923725595,2022-05-09 00:00:00
32095736310,923421768,2020-05-27 00:00:00
20476068048,923008193,2022-06-20 00:00:00
20476068048,923482748,2021-04-23 00:00:00
12962151202,923719030,2022-12-31 00:00:00
12962151202,923163465,2021-07-24 00:00:00
18838054150,923658606,2021-12-15 00:00:00
18838054150,923873325,2021-11-10 00:00:00
59123762272,923893246,2019-06-01 00:00:00
59123762272,923989194,2023-08-09 00:00:00
96002883920,923324173,2020-03-05 00:00:00
96002883920,923372757,2020-01-09 00:00:00
40305225457,923604622,2021-09-01 00:00:00
40305225457,923377791,2021-05-28 00:00:00
20132477693,923355704,2021-02-10 00:00:00
20132477693,923957974,2021-12-09 00:00:00
63459280708,923149103,2022-12-19 00:00:00
63459280708,923206732,2020-07-12 00:00:00
29604114552,923911645,2023-09-06 00:00:00
29604114552,923282040,2021-12-25 00:00:00
24354993083,923442433,2019-05-06 00:00:00
24354993083,923863498,2022-06-15 00:00:00
73438585996,923309461,2021-10-22 00:00:00
73438585996,923992135,2021-06-06 00:00:00
57188280516,923491274,2019-09-13 00:00:00
57188280516,923943157,2023-05-20 00:00:00
60245115677,923718140,2022-06-29 00:00:00
60245115677,923806016,2019-01-08 00:00:00
77567483076,923701824,2020-07-19 00:00:00
77567483076,923076428,2022-10-11 00:00:00
52050560712,923852252,2020-12-31 00:00:00
52050560712,923983145,2021-12-07 00:00:00
35922911147,923531669,2020-05-26 00:00:00
35922911147,923493623,2022-03-05 00:00:00
52628691851,923553448,2019-06-04 00:00:00
52628691851,923836632,2022-04-14 00:00:00
64509152465,923557582,2021-11-16 00:00:00
64509152465,923273536,2021-06-29 00:00:00
41167323412,923497115,2021-10-31 00:00:00
41167323412,923675130,2023-07-21 00:00:00
95034494650,923892551,2021-10-22 00:00:00
95034494650,923017820,2020-03-24 00:00:00
41792533913,923576411,2020-07-04 00:00:00
41792533913,923682704,2020-12-26 00:00:00
80660342111,923198791,2023-07-21 00:00:00
80660342111,923491746,2021-08-23 00:00:00
48535963166,923496120,2019-11-30 00:00:00
48535963166,923571985,2019-02-25 00:00:00
96792611009,923906925,2021-06-10 00:00:00
96792611009,923398923,2021-07-16 00:00:00
24791407669,923517378,2019-09-26 00:00:00
24791407669,923471991,2020-08-21 00:00:00
14990856727,923860634,2021-04-27 00:00:00
14990856727,923074753,2021-08-09 00:00:00
53925118501,923314538,2020-01-25 00:00:00
53925118501,923990271,2021-05-21 00:00:00
12851248653,923726335,2019-02-23 00:00:00
12851248653,923964605,2020-05-12 00:00:00
41988231670,923273493,2021-06-04 00:00:00
41988231670,923924295,2022-04-21 00:00:00
30295595959,923485001,2023-05-20 00:00:00
30295595959,923348265,2021-06-05 00:00:00
96309088987,923144461,2019-08-16 00:00:00
96309088987,923848476,2021-11-18 00:00:00
51835121701,923023126,2022-07-06 00:00:00
51835121701,923958998,2023-04-11 00:00:00
73275807301,923325677,2023-01-12 00:00:00
73275807301,923577060,2020-10-28 00:00:00
66049250863,923670386,2021-12-06 00:00:00
66049250863,923313532,2021-09-21 00:00:00
17390726010,923860050,2022-12-13 00:00:00
17390726010,923456621,2021-12-09 00:00:00
32731898697,923725068,2023-02-17 00:00:00
32731898697,923549136,2023-07-01 00:00:00
34808196604,923171780,2023-07-23 00:00:00
34808196604,923166529,2019-02-05 00:00:00
90159835448,923147134,2023-05-02 00:00:00
90159835448,923360783,2022-10-30 00:00:00
82999914880,923914401,2021-06-04 00:00:00
82999914880,923365899,2019-11-11 00:00:00
24893396952,923934991,2021-05-11 00:00:00
24893396952,923975767,2021-06-07 00:00:00
75569183865,923924509,2019-08-12 00:00:00
75569183865,923024299,2022-07-29 00:00:00
31571569636,923114677,2021-02-06 00:00:00
31571569636,923208596,2019-08-25 00:00:00
70093193449,923530787,2022-04-25 00:00:00
70093193449,923583570,2022-06-20 00:00:00
52492674358,923675378,2022-02-05 00:00:00
52492674358,923552237,2020-02-14 00:00:00
36578548415,923254635,2022-07-27 00:00:00
36578548415,923660258,2021-02-23 00:00:00
94921642953,923852493,2020-04-17 00:00:00
94921642953,923970775,2023-03-04 00:00:00
47258165930,923936094,2019-10-26 00:00:00
47258165930,923079002,2020-10-07 00:00:00
10453137419,923906153,2021-01-21 00:00:00
10453137419,923120218,2022-05-24 00:00:00
27903907331,923614129,2021-05-21 00:00:00
27903907331,923868159,2021-08-19 00:00:00
79600642122,923701119,2023-07-20 00:00:00
79600642122,923289735,2020-08-28 00:00:00
22077413159,923405280,2023-04-25 00:00:00
22077413159,923660882,2022-11-21 00:00:00
78354866999,923892813,2022-08-22 00:00:00
